X1 (Obs State 1);X2 (Obs State 2);Ref;U (action control);V1 (Real State 1);V2 (Real State 2)
Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];
0.49;0.00;0.50;0.01;0.48;0.00;
0.48;-0.00;0.50;0.01;0.46;0.01;
0.46;-0.00;0.50;0.02;0.45;0.01;
0.46;-0.02;0.50;0.01;0.45;-0.00;
0.48;-0.02;0.50;-0.00;0.46;0.01;
0.48;-0.01;0.50;0.00;0.46;0.01;
0.47;-0.00;0.50;0.02;0.46;0.01;
0.47;-0.01;0.50;0.01;0.46;-0.01;
0.48;-0.02;0.50;-0.00;0.48;-0.03;
0.50;-0.02;0.50;-0.01;0.50;-0.03;
0.51;-0.00;0.50;-0.01;0.50;-0.00;
0.50;0.01;0.50;0.01;0.48;0.01;
0.47;0.01;0.50;0.02;0.46;0.02;
0.46;-0.01;0.50;0.02;0.44;0.02;
0.45;-0.02;0.50;0.01;0.44;0.01;
0.46;-0.02;0.50;0.00;0.45;-0.01;
0.48;-0.02;0.50;-0.00;0.47;-0.01;
0.49;-0.01;0.50;-0.00;0.49;-0.01;
0.50;-0.00;0.50;0.00;0.49;-0.01;
0.49;-0.00;0.50;0.00;0.49;-0.01;
0.49;-0.00;0.50;0.00;0.48;-0.00;
0.48;0.00;0.50;0.01;0.47;0.01;
0.47;-0.00;0.50;0.02;0.46;0.00;
0.47;-0.02;0.50;0.01;0.46;-0.01;
0.48;-0.02;0.50;-0.00;0.47;0.00;
0.49;-0.01;0.50;0.00;0.48;0.01;
0.48;-0.00;0.50;0.01;0.47;0.01;
0.48;-0.01;0.50;0.01;0.46;0.01;
0.47;-0.01;0.50;0.01;0.44;0.01;
0.45;-0.00;0.50;0.02;0.43;-0.00;
0.44;-0.02;0.50;0.02;0.43;-0.02;
0.47;-0.04;0.50;-0.00;0.45;-0.03;
0.49;-0.02;0.50;-0.01;0.48;-0.02;
0.50;-0.01;0.50;-0.01;0.50;-0.01;
0.50;0.00;-1.50;-1.08;0.51;0.00;
-0.25;1.28;-1.50;0.16;-0.14;1.17;
-1.52;1.02;-1.50;0.68;-1.43;1.02;
-2.14;0.17;-1.50;0.45;-2.20;0.29;
-2.09;-0.34;-1.50;0.10;-2.24;-0.20;
-1.81;-0.37;-1.50;-0.07;-1.93;-0.31;
-1.58;-0.21;-1.50;-0.10;-1.61;-0.22;
-1.43;-0.08;-1.50;-0.09;-1.41;-0.11;
-1.36;0.01;-1.50;-0.06;-1.34;-0.00;
-1.39;0.08;-1.50;-0.01;-1.38;0.06;
-1.47;0.08;-1.50;0.03;-1.47;0.07;
-1.53;0.03;-1.50;0.04;-1.54;0.03;
-1.55;-0.01;-1.50;0.02;-1.57;-0.00;
-1.54;-0.02;-1.50;0.01;-1.56;-0.02;
-1.53;-0.02;-1.50;0.00;-1.56;-0.01;
-1.54;-0.01;-1.50;0.01;-1.56;0.00;
-1.54;-0.01;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;0.00;-1.53;-0.02;
-1.50;-0.03;-1.50;-0.02;-1.50;-0.01;
-1.49;-0.00;-1.50;-0.01;-1.49;0.02;
-1.49;0.01;-1.50;0.00;-1.51;0.03;
-1.52;0.02;-1.50;0.02;-1.53;0.03;
-1.53;-0.01;-1.50;0.01;-1.54;0.01;
-1.52;-0.02;-1.50;-0.00;-1.54;-0.01;
-1.53;-0.01;-1.50;0.01;-1.53;-0.00;
-1.52;-0.02;-1.50;0.00;-1.52;-0.02;
-1.50;-0.02;-1.50;-0.01;-1.50;-0.02;
-1.49;0.00;-1.50;-0.00;-1.50;0.01;
-1.51;0.01;-1.50;0.01;-1.52;0.01;
-1.53;0.00;-1.50;0.02;-1.54;-0.01;
-1.54;-0.01;-1.50;0.01;-1.54;-0.02;
-1.52;-0.02;-1.50;-0.00;-1.52;-0.03;
-1.50;-0.02;-1.50;-0.01;-1.50;-0.02;
-1.49;-0.00;-1.50;-0.01;-1.49;0.01;
-1.50;0.01;-1.50;0.01;-1.51;0.02;
-1.53;0.01;-1.50;0.02;-1.54;0.03;
-1.54;-0.01;-1.50;0.02;-1.56;0.02;
-1.54;-0.02;-1.50;0.01;-1.56;0.01;
-1.53;-0.02;-1.50;0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;-0.00;-1.52;-0.01;
-1.50;-0.02;-1.50;-0.01;-1.51;-0.00;
-1.50;0.00;-1.50;0.00;-1.52;0.02;
-1.52;0.01;-1.50;0.02;-1.54;0.03;
-1.54;-0.00;-1.50;0.02;-1.57;0.01;
-1.56;-0.02;-1.50;0.02;-1.57;-0.01;
-1.54;-0.03;-1.50;0.00;-1.56;-0.03;
-1.52;-0.03;-1.50;-0.01;-1.54;-0.02;
-1.51;-0.01;-1.50;-0.00;-1.53;-0.02;
-1.52;-0.00;-1.50;0.01;-1.52;-0.01;
-1.51;-0.01;-1.50;0.00;-1.53;-0.00;
-1.52;-0.00;-1.50;0.01;-1.54;0.01;
-1.54;0.00;-1.50;0.02;-1.56;0.02;
-1.55;-0.02;-1.50;0.02;-1.57;0.01;
-1.55;-0.02;-1.50;0.01;-1.57;-0.00;
-1.54;-0.02;-1.50;0.01;-1.55;-0.02;
-1.51;-0.03;-1.50;-0.01;-1.52;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.52;0.02;
-1.52;0.01;-1.50;0.02;-1.53;0.02;
-1.54;-0.00;-1.50;0.02;-1.54;0.01;
-1.53;-0.02;-1.50;-0.00;-1.53;-0.01;
-1.51;-0.02;-1.50;-0.01;-1.51;-0.01;
-1.50;-0.00;-1.50;-0.00;-1.51;-0.00;
-1.52;0.01;-1.50;0.01;-1.51;0.00;
-1.51;-0.01;-1.50;0.00;-1.51;-0.02;
-1.49;-0.01;-1.50;-0.01;-1.50;-0.01;
-1.49;0.00;-1.50;-0.00;-1.51;0.01;
-1.53;0.02;-1.50;0.03;-1.54;0.02;
-1.55;-0.00;-1.50;0.03;-1.57;0.01;
-1.56;-0.02;-1.50;0.02;-1.58;-0.00;
-1.55;-0.03;-1.50;0.00;-1.57;-0.02;
-1.53;-0.02;-1.50;0.00;-1.56;-0.01;
-1.53;-0.01;-1.50;0.01;-1.55;0.00;
-1.53;-0.02;-1.50;0.00;-1.55;0.01;
-1.53;-0.01;-1.50;0.01;-1.56;0.02;
-1.55;-0.01;-1.50;0.02;-1.57;0.03;
-1.56;-0.02;-1.50;0.02;-1.58;0.01;
-1.55;-0.03;-1.50;0.01;-1.58;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.02;
-1.50;0.00;-1.50;-0.00;-1.50;0.01;
-1.50;0.00;-1.50;0.00;-1.52;0.01;
-1.53;0.01;-1.50;0.02;-1.55;0.01;
-1.55;-0.00;-1.50;0.03;-1.57;0.00;
-1.55;-0.02;-1.50;0.01;-1.57;-0.01;
-1.54;-0.03;-1.50;0.01;-1.56;-0.02;
-1.53;-0.02;-1.50;-0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.00;-1.53;-0.01;
-1.52;-0.00;-1.50;0.01;-1.52;0.00;
-1.51;-0.01;-1.50;-0.00;-1.52;0.01;
-1.52;-0.00;-1.50;0.01;-1.53;0.03;
-1.53;-0.00;-1.50;0.02;-1.55;0.03;
-1.54;-0.01;-1.50;0.01;-1.56;0.02;
-1.55;-0.01;-1.50;0.02;-1.56;-0.00;
-1.53;-0.03;-1.50;-0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.01;-1.51;-0.02;
-1.49;-0.01;-1.50;-0.01;-1.50;0.01;
-1.51;0.01;-1.50;0.01;-1.52;0.03;
-1.54;0.01;-1.50;0.03;-1.56;0.02;
-1.56;-0.01;-1.50;0.02;-1.58;-0.00;
-1.55;-0.03;-1.50;0.01;-1.57;-0.02;
-1.54;-0.03;-1.50;-0.00;-1.55;-0.04;
-1.52;-0.02;-1.50;-0.00;-1.53;-0.03;
-1.51;-0.01;-1.50;-0.01;-1.51;-0.02;
-1.50;-0.00;-1.50;-0.00;-1.50;-0.01;
-1.50;-0.00;-1.50;-0.00;-1.50;0.00;
-1.50;0.00;-1.50;0.00;-1.50;0.01;
-1.50;-0.00;-1.50;0.00;-1.52;0.03;
-1.52;0.01;-1.50;0.02;-1.54;0.03;
-1.55;0.00;-1.50;0.03;-1.55;0.02;
-1.54;-0.03;-1.50;0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;-0.00;-1.55;0.00;
-1.53;-0.01;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.54;-0.01;
-1.52;-0.01;-1.50;0.00;-1.53;-0.01;
-1.51;-0.01;-1.50;-0.00;-1.53;-0.01;
-1.52;-0.01;-1.50;0.01;-1.53;-0.00;
-1.53;-0.00;-1.50;0.01;-1.55;0.00;
-1.54;-0.01;-1.50;0.02;-1.55;-0.01;
-1.53;-0.02;-1.50;0.00;-1.54;-0.03;
-1.52;-0.02;-1.50;-0.01;-1.53;-0.02;
-1.51;-0.01;-1.50;-0.00;-1.52;-0.01;
-1.52;0.00;-1.50;0.01;-1.52;0.00;
-1.52;-0.01;-1.50;0.00;-1.53;0.01;
-1.52;-0.01;-1.50;0.01;-1.54;0.02;
-1.54;0.00;-1.50;0.02;-1.57;0.03;
-1.56;-0.01;-1.50;0.03;-1.59;0.02;
-1.56;-0.03;-1.50;0.02;-1.59;0.01;
-1.55;-0.04;-1.50;0.00;-1.57;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;-0.00;-1.53;-0.01;
-1.51;-0.01;-1.50;-0.00;-1.53;-0.00;
-1.52;0.00;-1.50;0.02;-1.52;0.00;
-1.52;-0.01;-1.50;0.00;-1.52;-0.02;
-1.50;-0.01;-1.50;-0.01;-1.51;-0.01;
-1.50;-0.00;-1.50;-0.00;-1.50;-0.01;
-1.50;0.00;-1.50;0.00;-1.51;-0.00;
-1.51;-0.00;-1.50;0.00;-1.52;0.00;
-1.52;0.00;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.56;0.00;
-1.55;-0.01;-1.50;0.02;-1.55;-0.01;
-1.53;-0.03;-1.50;-0.00;-1.53;-0.02;
-1.50;-0.02;-1.50;-0.01;-1.51;-0.02;
-1.49;-0.00;-1.50;-0.01;-1.50;0.02;
-1.51;0.01;-1.50;0.01;-1.51;0.03;
-1.52;0.00;-1.50;0.01;-1.52;0.01;
-1.52;-0.01;-1.50;0.00;-1.52;-0.01;
-1.51;-0.01;-1.50;-0.00;-1.50;-0.00;
-1.49;-0.01;-1.50;-0.01;-1.50;0.00;
-1.50;0.01;-1.50;0.00;-1.51;0.03;
-1.53;0.02;-1.50;0.02;-1.55;0.03;
-1.55;-0.00;-1.50;0.03;-1.58;0.01;
-1.56;-0.02;-1.50;0.02;-1.59;-0.01;
-1.56;-0.03;-1.50;0.02;-1.59;-0.02;
-1.55;-0.03;-1.50;0.01;-1.57;-0.04;
-1.53;-0.03;-1.50;-0.00;-1.54;-0.03;
-1.51;-0.02;-1.50;-0.01;-1.52;-0.02;
-1.50;-0.00;-1.50;0.00;-1.52;0.01;
-1.52;0.01;-1.50;0.01;-1.54;0.02;
-1.54;-0.00;-1.50;0.02;-1.55;0.01;
-1.53;-0.02;-1.50;0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;0.00;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.54;0.02;
-1.53;-0.01;-1.50;0.01;-1.55;0.02;
-1.54;-0.01;-1.50;0.02;-1.56;0.02;
-1.55;-0.01;-1.50;0.02;-1.57;0.01;
-1.55;-0.02;-1.50;0.01;-1.57;-0.01;
-1.53;-0.03;-1.50;-0.00;-1.54;-0.03;
-1.50;-0.03;-1.50;-0.02;-1.51;-0.03;
-1.49;-0.01;-1.50;-0.01;-1.50;0.00;
-1.51;0.02;-1.50;0.01;-1.52;0.02;
-1.54;0.01;-1.50;0.02;-1.55;0.01;
-1.55;-0.01;-1.50;0.02;-1.57;-0.01;
-1.55;-0.02;-1.50;0.01;-1.56;-0.02;
-1.53;-0.03;-1.50;0.00;-1.55;-0.01;
-1.53;-0.02;-1.50;0.01;-1.55;-0.00;
-1.53;-0.01;-1.50;0.01;-1.55;0.01;
-1.54;-0.01;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.01;-1.51;-0.01;
-1.49;-0.01;-1.50;-0.01;-1.50;-0.00;
-1.49;0.01;-1.50;0.00;-1.50;0.03;
-1.51;0.01;-1.50;0.01;-1.52;0.03;
-1.53;0.00;-1.50;0.02;-1.55;0.02;
-1.54;-0.01;-1.50;0.02;-1.55;-0.00;
-1.53;-0.02;-1.50;0.00;-1.53;-0.02;
-1.50;-0.03;-1.50;-0.02;-1.51;-0.02;
-1.50;-0.00;-1.50;-0.00;-1.51;0.01;
-1.52;0.01;-1.50;0.02;-1.53;0.01;
-1.54;-0.00;-1.50;0.02;-1.55;-0.01;
-1.53;-0.02;-1.50;0.01;-1.55;-0.02;
-1.52;-0.02;-1.50;0.00;-1.54;-0.01;
-1.52;-0.01;-1.50;0.00;-1.54;-0.00;
-1.53;-0.00;-1.50;0.01;-1.55;0.00;
-1.54;-0.01;-1.50;0.02;-1.55;-0.00;
-1.53;-0.02;-1.50;0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.01;-1.51;-0.01;
-1.49;-0.01;-1.50;-0.01;-1.50;-0.00;
-1.50;0.01;-1.50;0.00;-1.51;0.03;
-1.52;0.01;-1.50;0.01;-1.54;0.04;
-1.54;0.00;0.50;1.11;-1.56;0.02;
-0.78;-1.30;0.50;-0.16;-0.91;-1.15;
0.49;-1.04;0.50;-0.67;0.36;-1.00;
1.09;-0.17;0.50;-0.43;1.13;-0.28;
1.04;0.31;0.50;-0.09;1.17;0.19;
0.78;0.34;0.50;0.07;0.88;0.29;
0.56;0.20;0.50;0.10;0.57;0.21;
0.41;0.07;0.50;0.09;0.37;0.11;
0.34;-0.01;0.50;0.08;0.29;0.02;
0.34;-0.07;0.50;0.04;0.32;-0.06;
0.42;-0.10;0.50;-0.02;0.41;-0.09;
0.51;-0.07;0.50;-0.05;0.51;-0.06;
0.55;-0.01;0.50;-0.03;0.56;-0.01;
0.55;0.03;0.50;-0.01;0.55;0.03;
0.52;0.03;0.50;0.01;0.52;0.03;
0.48;0.02;0.50;0.02;0.48;0.01;
0.47;-0.01;0.50;0.01;0.47;-0.01;
0.48;-0.02;0.50;0.00;0.47;-0.02;
0.49;-0.01;0.50;-0.00;0.48;-0.00;
0.49;-0.00;0.50;0.01;0.48;0.01;
0.49;-0.01;0.50;0.00;0.47;0.02;
0.48;0.00;0.50;0.01;0.46;0.03;
0.46;-0.00;0.50;0.02;0.45;0.01;
0.46;-0.02;0.50;0.01;0.45;-0.01;
0.48;-0.02;0.50;-0.00;0.47;-0.01;
0.49;-0.01;0.50;-0.00;0.47;-0.01;
0.48;-0.00;0.50;0.01;0.47;-0.01;
0.48;-0.01;0.50;0.01;0.47;-0.02;
0.48;-0.01;0.50;-0.00;0.48;-0.01;
0.50;-0.01;0.50;-0.00;0.48;0.00;
0.49;0.00;0.50;0.01;0.48;0.02;
0.48;-0.00;0.50;0.01;0.47;0.01;
0.48;-0.01;0.50;0.00;0.49;-0.01;
0.50;-0.02;0.50;-0.01;0.51;-0.01;
0.52;-0.00;0.50;-0.02;0.51;0.01;
0.50;0.02;0.50;0.01;0.48;0.03;
0.46;0.02;0.50;0.03;0.44;0.01;
0.44;-0.01;0.50;0.02;0.43;-0.02;
0.46;-0.04;0.50;-0.00;0.45;-0.03;
0.49;-0.03;0.50;-0.01;0.48;-0.02;
0.50;-0.00;0.50;-0.00;0.49;0.02;
0.49;0.00;0.50;0.01;0.47;0.03;
0.47;0.00;0.50;0.02;0.45;0.03;
0.46;-0.01;0.50;0.02;0.43;0.00;
0.45;-0.02;0.50;0.02;0.43;-0.01;
0.46;-0.03;0.50;0.00;0.45;-0.03;
0.49;-0.03;0.50;-0.01;0.48;-0.03;
0.50;-0.01;0.50;-0.01;0.48;0.00;
0.48;0.01;0.50;0.02;0.46;0.02;
0.46;-0.00;0.50;0.02;0.45;0.01;
0.47;-0.02;0.50;0.00;0.46;-0.00;
0.48;-0.02;0.50;-0.00;0.47;0.01;
0.49;-0.01;0.50;0.00;0.47;0.01;
0.48;-0.00;0.50;0.01;0.47;0.01;
0.48;-0.01;0.50;0.00;0.47;-0.01;
0.49;-0.01;0.50;-0.00;0.48;-0.01;
0.49;-0.01;0.50;0.00;0.48;-0.01;
0.48;-0.00;0.50;0.01;0.47;0.00;
0.47;-0.00;0.50;0.01;0.45;0.01;
0.46;-0.01;0.50;0.02;0.44;0.00;
0.46;-0.02;0.50;0.01;0.45;-0.01;
0.47;-0.02;0.50;-0.00;0.47;-0.01;
0.50;-0.02;0.50;-0.01;0.51;-0.01;
0.52;-0.01;0.50;-0.02;0.52;0.01;
0.51;0.02;0.50;0.01;0.49;0.03;
0.47;0.02;0.50;0.03;0.45;0.03;
0.44;-0.00;0.50;0.03;0.42;-0.01;
0.45;-0.03;0.50;0.01;0.44;-0.04;
0.48;-0.04;0.50;-0.01;0.48;-0.03;
0.51;-0.02;0.50;-0.02;0.49;0.00;
0.49;0.02;0.50;0.02;0.47;0.04;
0.46;0.01;0.50;0.03;0.45;0.03;
0.46;-0.02;0.50;0.01;0.44;0.01;
0.46;-0.02;0.50;0.01;0.45;-0.01;
0.47;-0.02;0.50;0.00;0.46;-0.01;
0.48;-0.01;0.50;0.00;0.47;-0.00;
0.48;-0.01;0.50;0.00;0.47;-0.00;
0.48;-0.01;0.50;0.01;0.46;-0.00;
0.46;-0.00;0.50;0.02;0.44;0.01;
0.45;-0.01;0.50;0.02;0.43;-0.00;
0.45;-0.02;0.50;0.01;0.44;-0.01;
0.47;-0.03;0.50;0.00;0.46;-0.02;
0.49;-0.03;0.50;-0.01;0.49;-0.01;
0.51;-0.01;0.50;-0.01;0.50;0.02;
0.50;0.01;0.50;0.01;0.48;0.04;
0.46;0.02;0.50;0.03;0.44;0.04;
0.43;-0.01;0.50;0.03;0.41;-0.00;
0.44;-0.03;0.50;0.01;0.43;-0.04;
0.47;-0.04;0.50;-0.01;0.48;-0.06;
0.52;-0.03;0.50;-0.03;0.52;-0.03;
0.53;0.01;0.50;-0.01;0.51;0.03;
0.49;0.03;0.50;0.03;0.46;0.07;
0.43;0.01;0.50;0.04;0.40;0.06;
0.41;-0.02;0.50;0.04;0.37;0.02;
0.41;-0.04;0.50;0.02;0.38;-0.03;
0.44;-0.06;0.50;-0.01;0.43;-0.04;
0.49;-0.04;0.50;-0.02;0.48;-0.05;
0.51;-0.01;0.50;-0.01;0.51;-0.02;
0.52;0.00;0.50;-0.01;0.51;0.01;
0.49;0.02;0.50;0.02;0.49;0.02;
0.47;0.00;0.50;0.02;0.47;0.01;
0.47;-0.01;0.50;0.01;0.47;-0.00;
0.49;-0.02;0.50;-0.00;0.48;0.01;
0.49;-0.01;0.50;-0.00;0.47;0.01;
0.47;0.01;0.50;0.02;0.46;0.02;
0.46;-0.01;0.50;0.01;0.46;-0.01;
0.47;-0.02;0.50;0.00;0.47;-0.03;
0.50;-0.02;0.50;-0.01;0.49;-0.02;
0.50;-0.00;0.50;-0.00;0.49;0.01;
0.48;0.01;0.50;0.01;0.47;0.02;
0.46;0.00;0.50;0.02;0.45;0.01;
0.46;-0.01;0.50;0.01;0.45;0.00;
0.47;-0.03;0.50;-0.00;0.47;-0.01;
0.50;-0.02;0.50;-0.01;0.49;-0.01;
0.50;-0.00;0.50;-0.00;0.50;0.01;
0.50;0.00;0.50;0.00;0.48;0.01;
0.47;0.01;0.50;0.02;0.45;0.01;
0.45;-0.01;0.50;0.02;0.43;-0.00;
0.45;-0.02;0.50;0.01;0.43;-0.01;
0.46;-0.03;0.50;0.00;0.45;-0.02;
0.48;-0.02;0.50;-0.00;0.47;-0.01;
0.50;-0.02;0.50;-0.01;0.49;0.00;
0.50;-0.00;0.50;-0.00;0.49;0.01;
0.49;0.00;0.50;0.01;0.49;0.01;
0.49;-0.01;0.50;0.00;0.48;0.01;
0.48;0.00;0.50;0.01;0.47;0.01;
0.47;0.00;0.50;0.02;0.44;0.01;
0.45;-0.01;0.50;0.02;0.43;-0.00;
0.45;-0.02;0.50;0.01;0.43;-0.01;
0.46;-0.03;0.50;0.00;0.44;-0.02;
0.47;-0.02;0.50;0.00;0.47;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.00;
0.49;-0.00;0.50;0.01;0.49;0.01;
0.49;-0.01;0.50;0.00;0.49;0.01;
0.49;-0.01;0.50;0.00;0.48;0.01;
0.48;0.00;0.50;0.02;0.46;0.01;
0.46;-0.00;0.50;0.02;0.45;-0.01;
0.47;-0.02;0.50;0.01;0.46;-0.02;
0.48;-0.02;0.50;-0.00;0.47;-0.02;
0.49;-0.01;0.50;-0.00;0.48;-0.00;
0.48;-0.00;0.50;0.01;0.47;0.01;
0.47;-0.00;0.50;0.01;0.46;0.02;
0.47;-0.01;0.50;0.01;0.46;0.01;
0.47;-0.01;0.50;0.01;0.46;0.01;
0.47;-0.01;0.50;0.01;0.45;0.02;
0.46;-0.00;0.50;0.02;0.43;0.02;
0.44;-0.01;0.50;0.02;0.42;-0.00;
0.45;-0.03;0.50;0.01;0.43;-0.02;
0.46;-0.03;0.50;0.00;0.46;-0.04;
0.49;-0.03;0.50;-0.01;0.48;-0.03;
0.50;-0.01;0.50;-0.01;0.49;0.00;
0.49;0.01;0.50;0.01;0.48;0.02;
0.48;0.00;0.50;0.01;0.47;0.03;
0.47;-0.01;0.50;0.01;0.45;0.02;
0.46;-0.01;0.50;0.01;0.46;-0.00;
0.48;-0.02;0.50;-0.00;0.48;-0.02;
0.50;-0.02;0.50;-0.02;0.51;-0.02;
0.52;-0.01;0.50;-0.01;0.52;-0.00;
0.51;0.02;0.50;0.01;0.49;0.02;
0.47;0.02;0.50;0.03;0.45;0.04;
0.44;-0.00;0.50;0.03;0.42;0.01;
0.44;-0.03;0.50;0.01;0.44;-0.03;
0.48;-0.05;0.50;-0.02;0.48;-0.04;
0.51;-0.02;0.50;-0.02;0.52;-0.01;
0.52;0.01;0.50;-0.01;0.53;0.02;
0.51;0.01;0.50;0.00;0.51;0.02;
0.49;0.01;0.50;0.01;0.49;0.02;
0.48;0.00;0.50;0.02;0.47;-0.00;
0.48;-0.01;0.50;0.00;0.47;-0.06;
0.49;-0.01;0.50;-0.00;0.48;-0.01;
0.49;-0.00;0.50;0.00;0.48;0.00;
0.48;-0.00;0.50;0.01;0.47;0.02;
0.47;-0.01;0.50;0.01;0.45;0.03;
0.46;-0.01;0.50;0.02;0.44;0.02;
0.45;-0.01;0.50;0.02;0.44;-0.00;
0.47;-0.03;0.50;-0.00;0.47;-0.02;
0.50;-0.03;0.50;-0.02;0.50;-0.02;
0.51;-0.00;0.50;-0.01;0.51;-0.00;
0.50;0.01;0.50;0.01;0.48;0.02;
0.47;0.01;0.50;0.03;0.44;0.03;
0.43;-0.00;0.50;0.04;0.40;0.02;
0.42;-0.03;0.50;0.03;0.39;-0.01;
0.44;-0.05;0.50;0.00;0.41;-0.02;
0.46;-0.03;0.50;0.00;0.44;-0.01;
0.47;-0.02;0.50;-0.00;0.46;-0.00;
0.48;-0.01;0.50;0.00;0.47;-0.00;
0.49;-0.01;0.50;-0.00;0.48;-0.00;
0.49;-0.00;0.50;0.00;0.48;-0.00;
0.48;-0.00;0.50;0.01;0.46;0.00;
0.46;-0.00;0.50;0.02;0.45;0.01;
0.45;-0.01;0.50;0.02;0.44;-0.00;
0.46;-0.02;0.50;0.01;0.44;-0.01;
0.46;-0.02;0.50;0.01;0.45;-0.00;
0.47;-0.02;0.50;0.00;0.45;0.02;
0.46;-0.01;0.50;0.01;0.45;0.02;
0.46;-0.01;0.50;0.01;0.45;-0.00;
0.47;-0.02;0.50;0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.02;
0.50;-0.01;0.50;-0.01;0.50;-0.02;
0.51;-0.00;0.50;-0.01;0.51;-0.01;
0.51;0.00;-1.50;-1.08;0.51;-0.00;
-0.26;1.29;-1.50;0.17;-0.17;1.16;
-1.55;1.03;-1.50;0.70;-1.44;1.00;
-2.14;0.13;-1.50;0.43;-2.18;0.25;
-2.04;-0.36;-1.50;0.06;-2.19;-0.22;
-1.78;-0.34;-1.50;-0.07;-1.89;-0.28;
-1.58;-0.19;-1.50;-0.08;-1.61;-0.19;
-1.45;-0.07;-1.50;-0.07;-1.43;-0.10;
-1.39;0.00;-1.50;-0.05;-1.36;0.00;
-1.39;0.05;-1.50;-0.03;-1.39;0.07;
-1.46;0.08;-1.50;0.03;-1.47;0.09;
-1.55;0.05;-1.50;0.06;-1.57;0.08;
-1.59;-0.01;-1.50;0.04;-1.62;0.01;
-1.59;-0.04;-1.50;0.02;-1.62;-0.03;
-1.56;-0.05;-1.50;-0.00;-1.58;-0.04;
-1.53;-0.04;-1.50;-0.01;-1.54;-0.04;
-1.51;-0.02;-1.50;-0.01;-1.52;-0.04;
-1.50;-0.00;-1.50;-0.00;-1.49;-0.03;
-1.48;-0.01;-1.50;-0.02;-1.47;-0.02;
-1.46;0.01;-1.50;-0.02;-1.47;0.01;
-1.49;0.03;-1.50;0.02;-1.51;0.05;
-1.54;0.02;-1.50;0.03;-1.55;0.03;
-1.56;-0.01;-1.50;0.02;-1.57;0.00;
-1.54;-0.03;-1.50;0.00;-1.55;-0.01;
-1.51;-0.03;-1.50;-0.01;-1.53;-0.00;
-1.51;0.00;-1.50;0.01;-1.53;0.02;
-1.53;-0.00;-1.50;0.01;-1.54;0.03;
-1.54;-0.01;-1.50;0.01;-1.56;0.01;
-1.55;-0.01;-1.50;0.02;-1.55;-0.01;
-1.53;-0.03;-1.50;-0.01;-1.53;-0.03;
-1.49;-0.02;-1.50;-0.02;-1.50;-0.02;
-1.49;0.00;-1.50;-0.00;-1.49;0.00;
-1.50;0.01;-1.50;0.00;-1.50;0.00;
-1.51;0.00;-1.50;0.01;-1.53;0.01;
-1.53;0.01;-1.50;0.02;-1.56;0.02;
-1.56;-0.00;-1.50;0.03;-1.58;0.01;
-1.56;-0.03;-1.50;0.01;-1.58;-0.00;
-1.55;-0.03;-1.50;0.01;-1.57;-0.02;
-1.54;-0.02;-1.50;0.01;-1.55;-0.01;
-1.52;-0.02;-1.50;-0.00;-1.54;0.00;
-1.52;-0.01;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.54;0.02;
-1.53;-0.01;-1.50;0.01;-1.55;0.00;
-1.53;-0.01;-1.50;0.01;-1.53;-0.02;
-1.50;-0.03;-1.50;-0.02;-1.50;-0.01;
-1.48;-0.01;-1.50;-0.02;-1.50;0.01;
-1.51;0.02;-1.50;0.02;-1.53;0.04;
-1.55;0.01;-1.50;0.03;-1.57;0.02;
-1.56;-0.01;-1.50;0.02;-1.59;0.00;
-1.57;-0.03;-1.50;0.02;-1.59;-0.02;
-1.56;-0.03;-1.50;0.01;-1.58;-0.03;
-1.54;-0.03;-1.50;0.00;-1.56;-0.02;
-1.53;-0.02;-1.50;0.00;-1.55;-0.02;
-1.53;-0.01;-1.50;0.01;-1.54;-0.01;
-1.53;-0.01;-1.50;0.01;-1.54;0.00;
-1.53;-0.01;-1.50;0.01;-1.56;0.01;
-1.55;-0.00;-1.50;0.02;-1.57;0.02;
-1.56;-0.02;-1.50;0.02;-1.58;0.01;
-1.55;-0.03;-1.50;0.01;-1.58;-0.00;
